,VRSK.US
222,0.1229779585658835
223,-0.0283875851627431
224,0.1228617332955254
225,-0.15058753826405
226,-0.4612866425276417
227,0.2967212304040326
228,-0.1188295291379953
229,-0.1264159829462337
230,-0.0868313982336069
231,0.0198432384165197
232,-0.0397022332506265
233,0.153609831029187
234,-0.3131524008350708
235,0.158808933002478
236,0.0991571641051009
237,-0.0793887069564337
238,0.0148831671379675
239,-0.0968342644320264
240,0.0372300819061745
241,-0.0099290075956817
242,0.2179620547877335
243,-0.024774551580622
244,0.202739455075902
245,-0.0544231149811919
246,-0.0197941409342795
247,-0.1635687732342069
248,-0.1240694789081885
249,-0.6342705888228588
250,-1.3166025001188315
251,-1.0179094444711076
252,0.6392824769810617
253,0.0047705371624801
254,-0.6820365033621595
255,0.363705972434925
256,0.1576759520282785
257,0.4637005683304374
258,0.1258727972260555
259,-0.0522763995817952
260,-0.0903772059173275
261,0.0166456614272449
262,0.0546629907785954
263,0.1423960508828609
264,0.6413884172797516
265,0.406284493083774
266,0.3160408277928698
267,0.0234049524879384
268,-0.1453215825989135
269,-0.2537832503054761
270,0.3535720139555555
271,0.100584795321639
272,0.0514355185635526
273,0.0187003272557232
274,0.1307311607059488
275,-0.5543045210462544
276,0.345244260314169
277,0.0546338097018137
278,-0.6162481194306202
279,-0.0115740740740635
280,0.1329249263133501
281,-0.2491309385863307
282,0.0086898589346318
283,-0.3575581395348889
284,0.1277435837881772
285,0.0116117045982409
286,-0.256111757857973
287,0.0814237524717845
288,0.0348837209302338
289,-0.2301797733166342
290,-0.0087417681683002
291,0.0291307387555249
292,-0.1429446599959019
293,0.0320793234178935
294,0.2501745403770112
295,0.0232666356444811
296,0.0
297,0.0523225393872469
298,0.0755199256419167
299,-0.0813953488372013
300,-0.4409843205574925
301,0.3796507213363643
302,0.0379506641366186
303,-0.4246746882996685
304,0.5361204375609276
305,-0.698004144399608
306,0.054501853063001
307,-0.0545315737812162
308,0.2529304577225398
309,0.0081583813771428
310,-0.1786062609177162
311,0.1674281984334282
312,-0.1307189542483709
313,-0.1691308854820242
314,0.4683618196874934
315,-0.153641159514874
316,-0.2234819579199806
317,0.5636856368563642
318,-0.1519921832591473
319,-0.0271488298854381
320,0.4055807916937053
321,0.40930633347696
322,-0.5578120769022481
323,-0.298750678978822
324,-0.3652619527885228
325,-0.1800513022888758
326,-0.1927544111105552
327,0.3594996552742981
328,-0.1405498705461701
329,0.0616067028092656
330,0.4147341039043897
331,-0.0368242745617995
332,0.1764446404940516
333,-0.2382765481834551
334,0.0809974964410291
335,-0.2855314330724228
336,-0.0246208390781873
337,-0.1084491767721575
338,0.1181683899556773
339,-0.0344776633994942
340,0.0418482140659271
341,-0.0467934193675494
342,0.0098502758077136
343,-0.2097574217111185
344,-0.0666732516791877
345,0.189781381707056
346,0.1599488163787532
347,0.0590231665928899
348,0.2306408872313273
349,-0.3990737547420812
350,0.2814098919840844
351,0.3568798504503457
352,0.2176186304157312
353,0.0959990964791009
354,0.1437915867824492
355,0.0422737649014957
356,0.317451399033598
357,-0.1237623762376231
358,0.0786958965711156
359,0.140331181588549
360,-0.0786472670074797
361,-0.2534354584365784
362,-0.1777201049394892
363,0.429751137576533
364,0.039308176100641
365,-0.0449438202247261
366,0.0951902007974439
367,0.0058367942530049
368,-0.0056126171633941
369,0.0364687070440856
370,-0.1714157252852283
371,-0.2591987378148464
372,0.022533941749756
373,-0.0225390206795469
374,0.0900748747396254
375,0.4733023466727013
376,-0.2232612042470761
377,-0.4892390249471938
378,0.5958461014640855
379,-0.4503220657812187
380,0.2501847955876486
381,-0.3022698756701272
382,-0.2286498227963905
383,0.0970818342756072
384,-0.2806093231015972
385,0.0572344322344289
386,0.1371742112482905
387,0.2224123182206936
388,-0.0627710568363303
389,0.0855236900621342
390,0.2899374644684589
391,-0.2621979024167852
392,-0.3259564247726844
393,-0.1833285591521015
394,0.2656915121560866
395,0.0656655056243985
396,0.0456594943211075
397,0.005707111060376
398,0.034230944774077
399,-0.2860739215013159
400,0.6456640320605569
401,0.7293623604818175
402,0.0497045341580623
403,0.1158428949691129
404,-0.2155452398998129
405,0.2867532879886185
406,0.3185339853838136
407,0.0549178977428712
408,0.1726926345220787
409,0.1614668856048098
410,-0.3074558032282872
411,-0.1622260716544241
412,0.0824198466990882
413,-0.0467264031664053
414,-0.0660102315858983
415,-0.1542614731970696
416,-0.104787116699756
417,0.0496113775425849
418,0.1321222130470735
419,0.0440213503549133
420,0.0110041265474609
421,0.0430626035661186
422,-0.0430811554332945
423,0.1263875151115451
424,0.093329673346152
425,-0.6778451658936772
426,-0.7729642279345672
427,-0.0089887640449484
428,-0.9344946470694984
429,-0.1135383078250601
430,0.1768066007797691
431,-0.2135295988369446
432,-0.2413698879679393
433,-0.1505131128848403
434,0.2502274795268477
435,0.632911392405053
436,-0.3766392884693851
437,-0.1727351243238308
438,-0.15935166636315
439,0.0637000637000704
440,0.0545702592087333
441,0.0908677873693723
442,0.1904589152911373
443,-0.0589863423930413
444,0.0861365490978448
445,-0.0544316429284244
446,-0.1544612029801941
447,0.1270417422867518
448,0.0861326442721781
449,0.473741201949099
450,0.1680748614517925
451,-0.6538338439028752
452,-0.4224252720510656
453,0.7790432801822359
454,-0.2168702202944843
455,0.2027611974301695
456,0.2318392581143699
457,-0.1730418943533677
458,-0.0250518117014766
459,-0.0250580892067877
460,0.1319501319501283
461,0.1226993865030721
462,-0.1684268026219977
463,0.3447650154236939
464,0.144953795977529
465,0.1492604821565934
466,-0.1449472301490207
467,0.0181151215977501
468,-0.0226490306214945
469,-0.1315371705900993
470,0.1404112691366982
471,0.2169393473741253
472,0.0474329726921682
473,-0.0564997288013017
474,0.045179362067405
475,-0.0189173850768991
476,-0.2954409931154049
477,-0.2445386371046563
478,-0.4092322802422655
479,0.5372842722240208
480,0.4860661049902817
481,-0.3577235772357705
482,-0.0325309043591424
483,0.086673889490789
484,0.0921684924471072
485,0.0971613949716122
486,-0.0757534765434697
487,0.1801305473862094
488,0.1060213661379165
489,0.1185600344901912
490,-0.0161698916617264
491,0.0323293280887991
492,0.0538531961871906
493,-0.0862394221958694
494,0.0484861545092142
495,-0.1186623516720597
496,0.1507970702283504
497,0.1237157764509653
498,0.0322632682690768
499,-0.2209527915499011
500,-0.3638043541029184
501,-0.0577800889813337
502,0.0577467228734736
503,-0.0231040258765043
504,-0.1793773868765202
505,-0.0028932673668347
506,0.0077533553513138
507,-0.2601229841048801
508,-0.0580450429533284
509,-0.0058048412375868
510,0.0174114915844463
511,-0.0464522122866174
512,0.1044083526682174
513,0.1332329259109018
514,-0.0115868142054236
515,-0.2148165350673505
516,0.0638236147374442
517,-0.8278000409512342
518,0.0411682905919967
519,-0.4791115811739885
520,0.5492900134400734
521,0.2419190299921257
522,-0.0320718409236564
523,-0.1576918584277597
524,-0.2400327849657494
525,0.452807405916672
526,0.5454090567925961
527,-0.0100085072311373
528,-0.2609001053635092
529,-0.1306204471238336
530,0.1204275176877819
531,0.0050175614651376
532,0.1002506265664103
533,-0.1254705144291091
534,0.12531328320802
535,0.0425883708695583
536,-0.0175394637935337
537,0.0150315662892079
538,0.0050102710556595
539,-0.0300706660652544
540,0.0100225507391682
541,0.0050110242533528
542,-0.0250614004310617
543,0.0206463303653415
544,0.0044097013429584
545,-0.0350894781693283
546,0.1801351013259871
547,-0.1051893408134682
548,-0.0100190361687114
549,-0.05012028869286
550,0.4247460757156034
551,-0.4265578635014823
552,0.4553846153846209
553,-0.2962597210220897
554,-0.0864838151717412
555,-0.3782476592050506
556,0.7874500153798838
557,-0.0923645320197079
558,0.4688505500566827
559,0.3359496686314702
560,0.1798670812755243
561,0.2129471890971177
562,0.1458080194410575
563,0.3812866912788207
564,0.5297694298958665
565,-0.493057866239164
566,0.0030248033877942
567,0.0906618313689799
568,0.3193155801903851
569,0.4378861496011145
570,0.4419229620782208
571,-0.1555116932830856
572,0.3991421422614177
573,0.0833333333333252
574,0.0713775874375473
575,0.3441196032503391
576,0.4490888677778744
577,-0.170136686083405
578,0.1037045572391581
579,0.2241894688434207
580,-0.3750504875656371
581,0.376512516885581
582,0.2322647244365436
583,0.0286664373351582
584,0.2288067726804746
585,0.1171261248393158
586,-0.0943612032483083
587,-0.2177900045850664
588,-0.0860437102047709
589,-0.0286894652283746
590,-0.0057382222987266
591,-0.0918959278616946
592,0.1981019812490916
593,-0.020410503382649
594,0.1145344175924963
595,0.0143147527842226
596,0.3110908156858197
597,-0.1486308809237929
598,-0.0257311947851536
599,-0.0257378174330745
600,0.3874043905830938
601,-0.054663817522245
602,0.3417194928684616
603,-0.1190003966679793
604,0.0594648166501509
605,0.1187883587408338
606,-0.1090080269547115
607,0.0297206261145246
608,-0.0545175199484488
609,-0.2185466646798776
610,0.1091540560654918
611,0.007441768164109
612,0.0421522439871103
613,-0.0347256672288883
614,0.0
615,0.0148802142750861
616,0.0446207238472855
617,-0.1017394972579885
618,-0.1068163751987298
619,0.0496573641871061
620,-0.0148994288552277
621,0.0546014097091301
622,-0.0844552635501097
623,0.2576681036618652
624,-0.0247819191118216
625,0.0465536599392107
626,0.0711490572749886
627,-0.1370125777546378
628,0.2023682555309456
629,0.2264665757162303
630,-0.1092597650914988
631,0.1799541934780151
632,-0.1529219006007652
633,-0.1085283608937027
634,-0.1020715321675807
635,0.122991144637583
636,0.0054659743099157
637,-0.1313557002900666
638,-0.0821647677475929
639,-0.0054779512462289
640,0.0328569081649429
641,-0.0356076583856178
642,0.0355949838453678
643,-0.0602739726027472
644,0.0930639951825628
645,-0.0931506849315
646,-0.0795152312796524
647,-0.0246832318578177
648,0.1205281323618029
649,-0.0164383561643841
650,0.6202545182333422
651,-0.0213926623168362
652,-0.0026741542987006
653,0.4551988500239675
654,0.0108597053825784
655,0.3102396051688883
656,-0.2740527884206124
657,-0.0692262633793042
658,0.0744958229127945
659,0.0119711097218603
660,-0.0598913969335513
661,-0.0399435464543536
662,0.183403327840108
663,-0.2130946673059536
664,0.0266297400937276
665,0.0
666,0.0212992545261024
667,0.0744918591039621
668,0.0319148936170224
669,-0.0372479114563897
670,-0.1625582944703567
671,0.175573940570888
672,-0.0798700780064458
673,-0.0772673984866302
674,-0.1227124793256094
675,0.5626799267207626
676,-0.1730285234899394
677,0.1361399099382086
678,-0.2256625557596318
679,0.0052476910159482
680,0.0262315723204508
681,0.1735088218211559
682,-0.0740566037735854
683,0.1674340728338181
684,-0.0680663909105164
685,-0.0628700162414232
686,-0.047174756263761
687,-0.0367049446804012
688,-0.1365187713310681
689,0.0629689877735239
690,0.1048382869424002
691,0.1099591580270078
692,-0.0314267756128233
693,-0.0497838333551677
694,-0.0970415442719273
695,0.0943297348286378
696,0.0837784061158218
697,0.0418716633518331
698,0.0078503205547488
699,0.1019501228629798
700,0.468708388814911
701,-0.4628514862081007
702,0.0454618387976723
703,-0.40814134579238
704,0.0697649457980012
705,0.363597476205757
706,-0.5078597339782462
707,-0.1075991930060463
708,0.2441904148553708
709,0.294306506849306
710,-0.1956947162426663
711,0.1204883795651829
712,0.2830138302985001
713,0.1572788100125223
714,0.257910130284506
715,-0.0931470392548297
716,0.0505399797840074
717,0.1646483960059497
718,0.0212404418011852
719,0.0848896434634956
720,0.0
721,0.0450772943017039
722,-0.2525386782923038
723,-0.1944333466506907
724,-0.1306806059313018
725,0.5947095072791465
726,0.1638815754123941
727,-0.0214972859676575
728,0.353451507524231
729,0.6676064579620841
730,-0.7152424323600364
731,-0.1878690284487355
732,-0.3960876242826037
733,-0.3433731682258102
734,0.4066025796375557
735,0.3969424701622685
736,-0.0456155414833143
737,0.1660862577015817
738,-0.2362923580903269
739,0.1554959785522745
740,-0.209553489871574
741,-0.3477745127112988
742,-0.0998488773747853
743,-0.3520554622759063
744,0.0
745,-0.517203832752607
746,0.5818516413628798
747,-0.3230886185925276
748,-0.0244412459603983
749,0.0841156997883546
750,0.0591016548463357
751,0.2499646276470316
752,-0.2885252104815125
753,0.1440547880505404
754,-0.0779920589903536
755,0.0991641875619813
756,-0.1655472519156289
757,-0.0994271104587753
758,-0.0521080056845161
759,0.1560800264863134
760,-0.009460290430921
761,0.0449161958346133
762,-0.0449363795468515
763,-0.0189241614230931
764,-0.0639098634222505
765,0.0165664789132373
766,-0.1279620853080617
767,0.0165849266709297
768,-0.0355517633674576
769,0.0426439232409397
770,-0.0189564475617366
771,-0.0853768439026601
772,0.0094854161726259
773,-0.0996961640714052
774,-0.0047476617765707
775,0.6510977184675032
776,-0.2048959344332985
777,0.0808146112817227
778,-0.0053879310344931
779,-0.2728328696074964
780,0.1564312107236249
781,0.4270061231066795
782,0.4012197079120526
783,-0.1661129568106324
784,0.0749625187406223
785,-0.2361528553027038
786,-0.0725085264656072
787,0.2998741599507362
788,-0.024102838778798
789,0.0321267937459853
790,-0.2146383344065127
791,-0.0107330685843137
792,0.0965043963113911
793,0.0964113551151464
794,-0.2712210317140607
795,0.0429472554019661
796,0.008051961994732
797,0.0268326714607767
798,-0.1182033096926707
799,-0.1937984496124104
800,0.0563803796278992
801,-0.4287100949094132
802,0.3225112878950733
803,-0.3181450525748198
804,0.037731780940072
805,-0.0693127786333259
806,-0.2739540795629807
807,0.0513569034490209
808,-0.1814292290611603
809,-0.0813030163419093
810,-0.0786547328451371
811,0.0271149674620452
812,0.1191636875744766
813,-0.1464605370219746
814,-0.0977357875875586
815,0.1138952164009154
816,-0.0135607930351797
817,0.3055375297425902
818,-0.0703501271713812
819,0.194436943019181
820,0.0863418056230082
821,-0.0215901117288239
822,-0.0756225355155916
823,0.1186943620178035
824,-0.0431802234576478
825,0.4571121269158346
826,0.0456903270889929
827,-0.0564728661324099
828,0.3109752828266495
829,0.4217832354511588
830,0.5152175067721882
831,0.2172991308034749
832,0.0052996979172138
833,-0.0795587143311794
834,0.1244868229373665
835,-0.0662602703419029
836,0.3438967570165937
837,-0.1486615172997447
838,-0.3930316549819466
839,0.0238948626045333
840,0.1352211263124529
841,0.113880134537448
842,-0.2149795636711084
843,-0.0531095650326593
844,-0.2128905210495533
845,-0.0106456592324382
846,-0.0532566437663068
847,-0.1440000000000054
848,-0.2137894174238405
849,-0.434805947715928
850,0.1776885043263282
851,0.190202025394543
852,-0.1441441441441447
853,0.0720201656463739
854,0.1284422523633374
855,-0.0951376925252494
856,-0.493540051679593
857,-0.0155062800434181
858,0.2680550543842518
859,0.1595470921255801
860,0.0128650456709004
861,-0.0592142526131407
862,0.1542337154901974
863,0.2384921143736394
864,0.1050312532021787
865,0.1228124040527994
866,0.0971320484637933
867,-0.0255676007363527
868,0.0972156875366258
869,0.1019137535085372
870,-0.2917391749411369
871,-0.030667606662089
872,0.0357746046368749
873,-0.1435087899133682
874,-0.1180213464696316
875,-0.1127423961517233
876,0.0450766302714631
877,-0.0300601202404821
878,-0.2410606669345067
879,-0.5504216532848575
880,0.2216959742026491
881,-0.1918319955575725
882,-0.4615072522568194
883,0.1519141178853468
884,0.1138059229660467
885,-0.03288807933618
886,-0.0607533414337667
887,0.0758840491728523
888,0.2069870759289302
889,-0.2936708860759557
890,0.1920355771174426
891,-0.0809225166902673
892,0.0353910713382846
893,0.0959692898272541
894,0.0101010101010152
895,0.1160268375119758
896,0.1762513848323208
897,-0.0907258064516163
898,0.3816027314721786
899,-0.2567329473949111
900,0.1642670789448272
901,-0.0144962551340909
902,-0.4059904945437664
903,-0.1473203440066099
904,0.1974617054251483
905,-0.4076346284935221
906,0.0267724584418462
907,-0.158451562576173
908,-0.2100840336134487
909,-0.0488806334930072
910,-0.205721003134804
911,-0.0980584428319222
912,0.066145667458777
913,0.0318377742946697
914,0.1076426264800855
915,0.1124089731684757
916,-0.0733639831751959
917,-0.0440377746244573
918,0.1319390148553468
919,0.024427182568768
920,-0.0415434617922377
921,0.1342249121436966
922,0.1681081739554142
923,-0.1830607761776909
924,0.121891760117016
925,-0.2555020033679796
926,-0.0813622362991891
927,0.1856256163350503
928,0.2026166492995384
929,0.0231508276420836
930,0.0115740740740799
931,0.0115727346371842
932,0.0867202405041369
933,-0.0144554627193649
934,-0.0202417442600176
935,0.0866751415694011
936,-0.0057786766830343
937,-0.104124486608438
938,0.1703577512776759
939,-0.0722376329172445
940,0.1039140976792557
941,-0.1098075478240754
942,-0.2026870511929548
943,-0.0115834588208098
944,-0.1362911410758215
945,-0.0870700914235992
946,-0.0319358959470484
947,-0.0988084859052528
948,0.005811926072295
949,0.0406669377795812
950,-0.4849775254317441
951,0.0532009221493024
952,-0.9488005728607082
953,0.5046606899008457
954,0.4138828120380705
955,-0.159895771645139
956,-0.989802936515057
957,0.1164874551971285
958,0.0358294518093886
959,0.7409163653606781
960,-0.3748215135649663
961,-0.3282994090610704
962,-0.0716803058359742
963,-0.275531596286318
964,-0.3667187687868133
965,0.3415014079443971
966,0.065860376002882
967,-0.1018879232843967
968,0.0
969,-0.5968889424815993
970,-0.6370972635155703
971,0.4830626169917343
972,-0.4122961256290589
973,-0.2857837772102632
974,-0.1400474943676662
975,-0.1501432135267433
976,0.3590498987295162
977,0.3623354584231491
978,-0.0412957694778395
979,-0.2437790350029902
980,0.1377979881493782
981,0.0321425291578626
982,-0.0045920007347159
983,0.151306740027503
984,0.1739289637495402
985,-0.0778709175026281
986,-0.0320747800586478
987,0.0641084348383489
988,0.1600146299090176
989,-0.1281757839322504
990,-0.0366350689197161
991,-0.0412314458493693
992,-0.183587295759136
993,-0.064296867824004
994,0.1055191081341422
995,-0.1631321370309904
996,-0.1081056214923238
997,0.1148738684923953
998,0.0459284434850476
999,0.1879526909324271
1000,0.548536369781109
1001,-0.1614415165086982
1002,0.0884541339299586
1003,-0.0676871810892405
1004,0.5488815244407634
1005,-0.0644055800206974
1006,-0.137861256680335
1007,0.4699442263995025
1008,0.2061430632859233
1009,0.0875341125585788
1010,-0.0463630743869788
1011,-0.0103039670273107
1012,0.0103029054193335
1013,-0.0618556701030951
1014,0.0103082156478766
1015,0.0154599330069575
1016,-0.0051535765821579
1017,0.0257612447833537
1018,-0.0206132440092718
1019,0.0772399588053436
1020,0.1491079232865548
1021,0.0051413881748025
1022,0.1386250449247883
1023,-0.0925021840793498
1024,0.0410951867262465
1025,-0.0589912496313069
1026,0.2892015097299169
1027,0.3102934349727671
1028,0.1000732243104633
1029,0.1802943182925662
1030,0.060873164674085
1031,-0.1243356575162101
1032,0.1071550338512487
1033,0.0535488267938785
1034,-0.0487044613286549
1035,0.1264714466387874
1036,-0.0340616028417213
1037,-0.0097328337145271
1038,-0.0584311243122191
1039,0.1604278074866232
1040,0.0728685936361455
1041,0.009714868606407
1042,0.2857696406083519
1043,-0.1163805644457419
1044,-0.2138205850908726
1045,-0.1533107828583932
1046,0.259708737864076
1047,-0.0097096805515148
1048,0.0072817301390882
1049,-0.2164923376307434
1050,-0.8010568328742547
1051,-0.0675029532541914
1052,-0.1436498324085423
1053,-0.2881274540267172
1054,0.0197695436059628
1055,-0.5909090909090864
1056,0.1418439716312056
1057,0.0283607487237727
1058,0.0963336544455077
1059,-0.0453540450138967
1060,-0.1988184503521894
1061,-0.0511508951406669
1062,0.2551020408163362
1063,-0.0396982929733982
1064,-0.0198530871550667
1065,0.0538579284539933
1066,0.0113372257808572
1067,-0.0056689342403576
1068,0.2206007127099872
1069,-0.2324526590316343
1070,0.1584965470395115
1071,-0.1644270567556795
1072,-0.0737630503858349
1073,-0.2075337597725709
1074,0.0539864749673233
1075,-0.1467372539993068
1076,-0.0604577515474246
1077,-0.0316783780670468
1078,-0.0691642651296856
1079,-0.1412944604260062
1080,-0.1706753006475451
1081,0.128477184473025
1082,-0.0650026001040107
1083,0.0
1084,0.0057776750635655
1085,-0.0809529316526048
1086,0.0549021874187296
1087,0.0548720614567081
1088,0.0115506786023737
1089,-0.0809201780244002
1090,-0.0115613619284246
1091,0.0808640905677735
1092,0.0288716941910216
1093,0.0923041421483769
1094,-0.1675816238081433
1095,-0.0231200508641237
1096,0.0173370319001393
1097,-0.0346860908775594
1098,-0.0057813493669369
1099,-0.011564035848517
1100,-0.3612967087354564
1101,0.1679924897475048
1102,-0.2377296815412757
1103,-0.4377456101079418
1104,0.1490090895544684
1105,-0.0894854586129787
1106,-0.029837386244966
1107,0.2579237141014881
1108,-0.3084730583611147
1109,0.1118206893124241
1110,-0.1418404419449542
1111,0.0174159679546172
1112,-0.0323544051767036
1113,-0.0622587473540032
1114,-0.2371442835746351
1115,-0.0549477995903959
1116,0.2491404653943893
1117,0.4365729027136952
1118,-0.04466944609887
1119,0.1659936080073374
1120,0.0915841584158427
1121,0.0494804552201852
1122,-0.248015873015873
1123,0.1609508480871695
1124,-0.0470693157607882
1125,0.1066098081023393
1126,0.2711179628940616
1127,-0.0585106382978796
1128,-0.0106394297265721
1129,0.2811521935175859
1130,-0.2846123154674805
1131,0.063797549110824
1132,-0.0079753296469514
1133,-0.1011229974985502
1134,-0.0106456592324382
1135,0.0345864261579789
1136,0.0292568753657145
1137,-0.1011714589989338
1138,0.0718333466358001
1139,0.0531815885340464
1140,0.2519760224921725
1141,-0.0902622916002907
1142,0.0530672893228583
1143,0.0106123315292424
1144,-0.0637145587766828
1145,0.0530672893228583
1146,-0.2287112387638991
1147,0.0053185831294645
1148,0.1168720781980444
1149,0.3282855024886182
1150,0.1203369434416365
1151,-0.0096278823472826
1152,-0.134972282477706
1153,0.2308469196364248
1154,-0.072191741264802
1155,0.3022887577371505
1156,0.1724385687598858
1157,-0.2400729821865846
1158,0.2681607048795681
1159,0.1673200114733695
1160,-0.2371996070632794
1161,-0.1319514418693947
1162,-0.1056727028195393
1163,0.0192095279258474
1164,0.1103329175861163
1165,0.1149976042165695
1166,-0.1151300009594074
1167,-0.0335908632851967
1168,-0.0336021505376311
1169,-0.1009081735620486
1170,0.0312237300348253
1171,0.0288136000192101
1172,0.0168051087530592
1173,-0.3275687653547891
1174,0.0722056416674716
1175,0.1784399252251728
1176,-0.1531827981391184
1177,-0.042568890654703
1178,0.0935639353558219
1179,0.1189397371998232
1180,0.0169885044453259
1181,-0.0339885571857487
1182,-0.1134236942097139
1183,0.0963172804532507
1184,-0.0340058943550228
1185,-0.1191624581512841
1186,-0.1136169971027601
1187,0.0681237581606611
1188,0.0113526707157755
1189,0.0453900709219929
1190,0.1473004362359021
1191,0.0056650804441532
1192,-0.014164707215505
1193,0.161217332277405
1194,0.0791318109880094
1195,-0.0226142017186748
1196,-0.0622277535780874
1197,0.0113128570620407
1198,0.0169664065151007
1199,-0.0339443312966747
1200,0.3001737848227886
1201,-0.1952300548754622
1202,0.412495730537819
1203,-0.0026274303730927
1204,0.0210150257434023
1205,0.099721828583424
1206,0.162439740096417
1207,-0.0524273880675234
1208,-0.120728570678714
1209,0.2147496333542827
1210,-0.0314366551398794
1211,0.1673815252641454
1212,0.0418278782808658
