,DXCM.US
464,0.0391691094713508
465,0.2369787727524826
466,0.0327629224526816
467,-0.1425957473657638
468,-0.0972615198059942
469,0.1085370811474392
470,0.1184402883500518
471,-0.2045816179627718
472,-0.379023159709459
473,-0.2350639119717444
474,-0.4082569977800938
475,-0.080684202033234
476,0.1680014728896164
477,-0.1717480260503728
478,-0.0865251499769266
479,0.9461992046441566
480,0.4957700354771233
481,0.2517977451625245
482,-0.0726430728019779
483,0.188063624416546
484,0.0769788081869298
485,-0.2824018552516849
486,0.3447823332428261
487,0.3741941301113621
488,0.2047105932107997
489,0.3050079616048832
490,-0.0583443664026189
491,0.1596531453641236
492,0.2073467927649914
493,0.0469294717082409
494,0.1261034047919288
495,0.090311071468385
496,0.5345340016856729
497,-0.0477093943126034
498,-0.2123685205363659
499,-0.4444940808577192
500,-0.0128667009778708
501,0.2403790053443556
502,-0.1425633355146334
503,0.1516813291951502
504,-0.1214924884932552
505,-0.0011682106517436
506,-0.0502583043081827
507,0.0350516427536517
508,0.0373744452230845
509,0.0816898121134241
510,0.1142350911549422
511,-0.1050199537912176
512,-0.210482003788684
513,0.2053819403925717
514,0.1910130680891688
515,-0.0419472862436221
516,-0.0279726800158522
517,-0.0256481999626967
518,0.0885244374039033
519,-0.0244666845312342
520,0.2185563654541565
521,0.205345955728802
522,0.157531390446186
523,0.2426567447019839
524,-0.2246722564506347
525,1.5146386867490154
526,-0.1466014727939883
527,0.7794238821531254
528,-0.3628569499763682
529,0.0691481287841681
530,0.4441253504386047
531,0.0489706677783187
532,0.0462305572912607
533,-0.2796561700982409
534,-0.0504897505806436
535,-0.0538847539824093
536,0.1915966386554599
537,0.2899133611516126
538,-0.2907563025210115
539,0.4100761570005934
540,-0.1659792777386596
541,0.0820839266270222
542,-0.4742377288294804
543,0.6101910401820088
544,-0.1423952557251307
545,0.1922819689673774
546,0.3101473195600751
547,-0.227321327140892
548,0.1967453648125833
549,-0.3127665624111466
550,-0.2261066969353016
551,0.4186711035555492
552,0.0180818747287554
553,0.019886106842631
554,-0.1357711803041274
555,-0.0325957046104722
556,0.378842545821912
557,0.5115135416479547
558,0.250640027212362
559,-0.0483610961848639
560,0.0286502166672782
561,-0.1686038169034392
562,0.4277434967807582
563,-0.3162232374809615
564,-0.1094091903719936
565,0.1074999104167454
566,0.2412911758923346
567,0.0107229023322215
568,0.0464443293260197
569,-0.0643489141120564
570,-0.0948257353467556
571,-0.2050283948908545
572,-0.2487813452453079
573,-0.1786460208858525
574,0.1761386103023146
575,-0.5926336194959807
576,-0.0211620514559256
577,-0.0508812770202895
578,-0.372739916550758
579,0.5944974422784397
580,0.1559847052165144
581,0.5368371914216
582,0.3420721361720759
583,-0.2386503908928828
584,0.6838119108592576
585,-0.3088022299346857
586,-0.0054658249296225
587,0.0491682373186784
588,0.0245780763558992
589,0.1213774292533223
590,0.0259053228621365
591,-0.9719430601062886
592,0.8084118530656779
593,-0.1668764020353331
594,-0.0437900268213982
595,-0.2496776140697363
596,0.4017051975733646
597,-0.0423746189701526
598,0.0764891481021055
599,0.1350392841553919
600,-0.7106079645919272
601,0.1632063950260938
602,-0.0955725462304424
603,-0.3971973044138059
604,0.0535260270306456
605,-0.004460701222228
606,-0.0223084816847416
607,0.0133832976445401
608,0.0713266761768886
609,-0.160742989819604
610,0.2716302266553793
611,-0.1136794240242495
612,-0.4837951038143589
613,-0.0358495216329513
614,0.0022405449005177
615,-0.0571665564435666
616,-0.1717942959802349
617,0.1748565279770383
618,0.2013512908855058
619,0.0849427753934181
620,0.3053060860651181
621,-0.3915163989440243
622,-0.0850873264666357
623,0.0380508986726859
624,0.403495474608766
625,-0.3972025245510138
626,-0.2969534772885659
627,0.2097484238381556
628,-0.2481662591687008
629,0.0220000488889914
630,-0.3064927422518635
631,0.1737853383918826
632,-0.0391782364896361
633,0.2393922368517522
634,-0.2252417676582239
635,0.0220296666177196
636,-0.0269323996768145
637,-0.0318393338231681
638,-0.1348865726548158
639,0.0490256158842967
640,-0.1153430843231497
641,0.0836641155486664
642,-0.1341108587563683
643,-0.1290719114935408
644,-0.0516554336596594
645,-0.5142659348266927
646,-0.0074178473406949
647,-0.2130980994623023
648,-0.168780560450745
649,0.0620131964081956
650,0.0965532727068613
651,-0.254378461122866
652,-0.9613854860337776
653,-0.4681006530574991
654,0.4410293716468123
655,0.2878839397030447
656,-0.0226731663076671
657,0.3411966738973226
658,0.3243243243243238
659,-0.0698686019518137
660,-0.1105595667870056
661,0.0
662,-0.0767736982341992
663,0.1611903285802795
664,0.4494837938514971
665,-0.3666629124901534
666,0.2068019870973578
667,-0.0112405017760018
668,0.3517103877775024
669,-0.1975264303831553
670,0.5957427819179829
671,0.1314704637119181
672,-0.4431612166789679
673,-0.1299836399901483
674,0.2213774597495548
675,-0.1173873431915269
676,-0.5053795629435286
677,-0.3303770184799132
678,-0.7672998522369097
679,-0.5423498245865409
680,0.5553577785688866
681,-0.0231452632328583
682,-0.0908831705752354
683,-0.3433230813246475
684,0.0278872212171608
685,0.1978572894086649
686,-0.5705826941192212
687,-0.1590467974983809
688,0.0323380403147479
689,-0.071913990866919
690,0.211697165410827
691,-0.1707251325366038
692,-0.1079427903211338
693,0.1150065589678136
694,-0.0998318148704549
695,-0.41634304499394
696,-0.1782337667037634
697,-0.1758281596954778
698,-0.0181299007387769
699,-0.3575262458834504
700,0.0215993698066169
701,-0.9724431672396888
702,-0.2005347593582963
703,-0.0334336342360402
704,-0.0411660277356029
705,0.1413082575407253
706,0.093689438761747
707,0.1294573047245495
708,0.50247411110545
709,0.3469530406049461
710,0.1358005888922652
711,0.4095252540573347
712,0.0682833889477967
713,0.3322758516504296
714,-0.1210012856386644
715,0.3128651664216529
716,0.0113071008593436
717,0.0728149245486638
718,-0.0854421631945254
719,0.0276354135262821
720,0.2643480875480792
721,-0.2046299086070238
722,-0.0955013822568473
723,0.0527492401597639
724,0.1855334085495823
725,0.6850278512350201
726,0.4327670480805635
727,-0.2172184805822719
728,0.0501669425661524
729,-0.4311316501352653
730,0.0056353902507697
731,0.451600235617518
732,-0.0617474529175588
733,0.2100604974232578
734,0.3850231571898876
735,0.2379792637951322
736,-0.1770577738121768
737,-0.331510260032732
738,0.1731480835020609
739,-0.1328299776286258
740,-0.176485418942767
741,0.4822971842765434
742,0.055725828921702
743,-0.2995852756072758
744,-0.1477749790092256
745,0.4097332552888955
746,-0.1619252352103587
747,-0.3192830135835279
748,0.1872973275187341
749,-0.0671366230278642
750,-0.1413022722932994
751,-0.8531207271746999
752,-0.3905268245529206
753,-0.0580326917496768
754,-0.0832494385503104
755,0.3761066214052974
756,-0.2387696114918777
757,-0.0851401426097494
758,0.1979452319338941
759,0.059830544457944
760,0.1339565364043849
761,-0.3627043234355353
762,0.1766869744045192
763,0.0260617760617743
764,-0.1256402822073987
765,0.1331943479267896
766,-0.0946768428171208
767,0.3091562250195064
768,-0.2442603641699948
769,0.1960850440589201
770,-0.1027248613455562
771,-0.0936492305315827
772,-0.1082481201554028
773,0.0946274767293671
774,-0.7843671538955772
775,0.4191202497023551
776,0.8739753117922902
777,-0.2141669863188901
778,-0.0383729854182488
779,0.7978175012292372
780,-1.1852315494675671
781,0.2840476721261841
782,0.4603902827558679
783,-0.3661305279314366
784,0.8111644134321863
785,0.4373603644143368
786,-0.5612803861482165
787,0.1133975655208012
788,0.1528131878572949
789,-0.1220826991374907
790,-0.596510255510544
791,0.1306148454921848
792,-0.0693376264216119
793,0.2202783300198793
794,-0.1465364828058485
795,0.160613192545002
796,0.0794483109289096
797,-0.3172073005499337
798,0.1114560942600002
799,-0.1467000462423993
800,0.0078505259852338
801,0.1430671239588472
802,0.4652433017644115
803,-0.1563003702365042
804,-0.0302923702313892
805,-0.518623290900516
806,0.3104039167686618
807,-0.0431030260283553
808,0.0440632160272649
809,0.0900037175448511
810,0.0528003754693442
811,0.1113433477233202
812,-0.0821098316748481
813,-0.1644897879256613
814,-0.105855370199757
815,0.1595083619567659
816,0.1494987395204288
817,-0.0762731753109572
818,0.3488530724406112
819,-0.0745815126784595
820,-0.1245093635884357
821,-0.0781723309034833
822,-0.2173998198127646
823,0.032305749444443
824,-0.1814365854615376
825,1.0367194072787609
826,-0.2475786266187901
827,0.3524372390608933
828,-0.3209312445604892
829,-1.6280162525221775
830,-0.8361437052314725
831,0.230799176908955
832,-0.0055895454920909
833,-0.9374894739796776
834,-1.0294075943623615
835,0.4179492248171523
836,-0.4296714360668717
837,0.2701173808513602
838,0.4673291855521996
839,-0.087348548887011
840,0.1547334364889608
841,0.2805442558563613
842,-0.5770234618586125
843,-0.3042481532844617
844,-0.2809786002157033
845,0.011351382030768
846,0.5250677506775105
847,-0.1271940981938406
848,0.8019066311509763
849,0.3074772886093704
850,-0.8628096806530235
851,-0.4085071873395773
852,-0.3748402233850813
853,0.4151095939633574
854,-0.2359127663023031
855,0.3302640317340714
856,-0.3729326559290978
857,0.2730964102195722
858,0.0924438381245544
859,0.2301300189834822
860,-0.0071640935630554
861,0.1957331950986108
862,0.1597273035532802
863,0.1301108615834143
864,0.4330079858030266
865,-0.2151914492521717
866,0.1252231369728045
867,-0.0702097404905762
868,-0.2869926380149403
869,-0.0231786898691287
870,0.0320832739198541
871,-0.1857142857142792
872,-0.1144164759725376
873,0.1579666038965079
874,-0.2155480824270251
875,0.2281528253952621
876,-0.2150484476962637
877,-1.069251523933254
878,-0.2077857053448452
879,0.1998750780762052
880,0.0274752722549739
881,0.0848515098577427
882,0.3556063959416126
883,0.1266640174845993
884,-0.0318251460391508
885,-0.0725722241559341
886,0.299928116401849
887,-0.1066997518610438
888,-0.2412755267019942
889,-0.0062188281240226
890,0.0012437501554676
891,-0.224377352845847
892,0.0597981811386592
893,0.1815559092717771
894,0.1316410421996546
895,-0.2914507772020765
896,-0.4328137899977529
897,-0.5079333148935055
898,-0.2167174860771649
899,0.6534147806929735
900,0.7431286629241125
901,-0.3215281241747592
902,0.2779728464419442
903,0.2830216205176165
904,0.1514930808448599
905,-0.1254302549442876
906,0.2134167284717507
907,-0.1934147977485542
908,0.1136098811465819
909,-0.0845505699874525
910,0.293604651162788
911,-0.265236526858849
912,0.5392085809537653
913,-0.1975193888517753
914,0.1595035090772029
915,0.0536224112694025
916,-0.1727592114050029
917,-0.2240717029449536
918,-0.029108691855378
919,0.023281531924796
920,0.0901346204169459
921,-0.2243851264716114
922,0.3802943652567719
923,-0.3261977573904192
924,0.2237591537835585
925,0.1427369816226142
926,0.3036655866844528
927,-0.4684827286884984
928,-0.5525783782049161
929,-0.3161134145399347
930,0.1393846502010979
931,-0.9454583214350604
932,0.0129782484555913
933,0.0181662471128625
934,0.2368962705018888
935,-0.0764347713434424
936,-0.2727981293842586
937,0.0752875204444613
938,0.1438774319822698
939,-0.4622756986222822
940,0.3645799545896783
941,0.5612179073667943
942,-0.1757696383798192
943,0.3580075207335255
944,0.2210115131578982
945,-0.4336155275655602
946,0.1108618867146226
947,-0.0219193625333572
948,0.2854240861929201
949,0.0629593462507078
950,0.0755912314171482
951,0.5833094760950456
952,-0.2763124843004205
953,0.1146994515932446
954,0.1449560657849899
955,0.2231983429755017
956,-0.3206448723690038
957,-0.0878514056224916
958,0.3412725356013308
959,0.1329371983262412
960,0.0722156841767566
961,0.0766146993318396
962,0.0996778270233611
963,0.0320290396626387
964,-0.1425542151499411
965,0.1441281138789938
966,0.0942171973050277
967,0.2032728742301884
968,0.0583682768769805
969,-0.1785079928952034
970,0.3575094686913705
971,0.2762162782283425
972,0.1682700778799604
973,0.0897808291523617
974,0.0527843758247678
975,1.3564061592097667
976,0.1921055493131221
977,-0.6172558101368523
978,-0.2247950800946731
979,0.2433910665451297
980,0.4952560637120654
981,0.4155149675717585
982,-0.1746400875914902
983,-0.1250283125707913
984,-0.3390847439137487
985,-0.1383705052344088
986,-0.5179166209143226
987,0.4046369203849568
988,0.0009113361098698
989,-0.0683969577033213
990,0.0419325432999121
991,-0.0437748513479022
992,0.6271297034727826
993,-0.330969267139489
994,0.2286087524493778
995,-0.1544583961767045
996,-0.0345379189994802
997,-0.39693764885161
998,-0.0246435808035823
999,-0.4105797606173167
1000,-1.1383071186250602
1001,-1.0282121006118274
1002,-0.546821599453183
1003,-0.31140187983888
1004,-0.3943726606530811
1005,-0.0114739755891064
1006,0.2018206801786282
1007,1.5833662027384925
1008,0.3425426774483454
1009,-0.1110283473641416
1010,0.8601327122409466
1011,1.232598464206084
1012,-0.417334586258358
1013,-0.5055555555555536
1014,1.063539468364922
1015,-0.2092754261793834
1016,-0.2747745881833132
1017,-0.1479617235466632
1018,0.5172508666703338
1019,0.5499767422770809
1020,0.1584482994126441
1021,-0.1833707373145809
1022,0.1093553502105028
1023,-0.3346499890278611
1024,-0.1318391562294051
1025,-0.0916987187651274
1026,-0.2387305153770543
1027,-0.3304599541454699
1028,0.098528470889313
1029,-0.2617196520668108
1030,0.0692307692307645
1031,-0.195252286507037
1032,0.0590546126787732
1033,0.1461388575530697
1034,-0.3086102252854761
1035,0.4480401443969379
1036,0.1406146136933096
1037,0.1225677953117864
1038,0.2038632077875774
1039,-0.2657264040063418
1040,0.058400132581325
1041,-0.3096055327868908
1042,0.0895713371721107
1043,0.3392164864313365
1044,0.1731337203381217
1045,-0.5465599999999977
1046,0.2718986953968694
1047,0.149130074565032
1048,-0.328652906723949
1049,0.0970948207578494
1050,-0.6486759709078662
1051,-0.1152656733202207
1052,0.7242635258655653
1053,0.3823225783850186
1054,0.0958015638237283
1055,-0.1739057848020256
1056,0.0097377756138346
1057,-0.2887915399425277
1058,-0.5301542776998559
1059,-0.0898422146105882
1060,-0.033702185024997
1061,0.4390012023599791
1062,-0.1736646032324037
1063,0.3794960515668202
1064,0.1866087344028564
1065,0.0361945596792592
1066,-0.09196299186268
1067,-0.619689874660006
1068,-0.137586342449601
1069,0.0757554501837879
1070,-0.4583353415980848
1071,0.2210816435582238
1072,-0.5741924534706038
1073,-0.8932393481921165
1074,-0.1085621232465938
1075,0.4063595753878686
1076,0.4827915869980836
1077,-0.3415064655999333
1078,-0.7071643867377855
1079,-0.0135268314363439
1080,-0.0599404462663017
1081,0.0405883376176648
1082,-0.0290000773335351
1083,0.0975383634800906
1084,-0.0164200440443604
1085,-0.3012952790614215
1086,0.1692521954427637
1087,-0.2384876393601586
1088,0.0804006470798995
1089,-0.0135633943363017
1090,0.1875973040140073
1091,0.1805019305019199
1092,-0.0386249517188191
1093,0.0057934071027337
1094,0.030888627193569
1095,-0.2593632052646921
1096,-0.2580920593029432
1097,0.2477739063104863
1098,-0.1007595721593516
1099,0.1257910320670325
1100,0.3226303522930744
1101,0.5288065449389748
1102,-0.380805846716012
1103,-0.2245631620035423
1104,-0.475471113435192
1105,-0.1542087346155106
1106,-0.2401322185494874
1107,0.1805019117675724
1108,0.1298701298701219
1109,-0.2117285989005714
1110,-0.2233176661191434
1111,0.2218509921232144
1112,-0.0728962152285053
1113,0.1320106385044094
1114,0.1260276097409604
1115,-0.1048095959007732
1116,0.2062814143350941
1117,0.1846338256902097
1118,0.2112533400214199
1119,0.0549535305233057
1120,0.0115678260198861
1121,-0.0443630051113713
1122,-0.4047563715237493
1123,0.3870429076890241
1124,-0.1635299118874714
1125,-0.1296603807920641
1126,-0.025028441410697
1127,-0.2989570734156421
1128,0.5751886096772421
1129,0.1574464229078866
1130,0.5317950335751852
1131,-0.1127955242735968
1132,0.1464194805487428
1133,0.0652829678987935
1134,0.1909811939694803
1135,-0.0674505924410395
1136,-0.1914759416110934
1137,0.1012669622161686
1138,-0.0878417946754327
1139,0.2045449436939396
1140,0.03819709702063
1141,0.0639953294636798
1142,-0.0123515012688375
1143,0.1854892489086365
1144,0.0386519975800519
1145,-0.0168080409668087
1146,-0.112179307404956
1147,0.0302792418975098
1148,-0.0291662927398356
1149,0.2818918072396955
1150,0.3624636502708134
1151,0.8878689778579135
1152,-0.2451047514720084
1153,0.1629546187791537
1154,-0.1101154885112206
1155,-0.0051187298980425
1156,-0.4398927761358075
1157,0.1578369475706804
1158,0.0644656891656531
1159,-0.1552325741132504
1160,-0.627591927011346
1161,0.7000686341798247
1162,0.4182842145551897
1163,-0.2617693414650817
1164,-0.2927754563448421
1165,-0.2729001846900265
1166,-0.0827654702458008
1167,-0.1104758748308432
1168,0.3714710252600359
1169,-0.0936432742095493
1170,-0.0055087313391675
1171,0.2541313515666885
1172,0.2042606859868956
1173,0.5046647389382852
1174,-0.6894278572801908
1175,0.3986219071210892
1176,0.3730231898446912
1177,1.1150070126227274
1178,-0.5301449438835923
1179,0.8596709487132861
1180,0.1939228215072946
1181,0.2635686657459066
1182,0.0063724398931413
1183,0.2165824401621515
1184,0.0283142998317887
1185,0.4223678027475919
1186,-0.9966499162479042
1187,0.1992115124751074
1188,-0.1492828840895209
1189,-0.1649011990273554
1190,-0.0251607492312082
1191,0.1953124999999968
1192,-0.1564945226917064
1193,0.4340567612687819
1194,-0.2482497001478303
1195,0.1615193962516316
1196,-0.3296918219664022
1197,-0.1679214127788258
1198,-0.2623640827779733
1199,-0.2771603027659792
1200,2.1621860239261914
1201,0.9211147850732144
1202,-0.4843232220239604
1203,0.0026368990067656
1204,-0.2202255109231853
1205,0.8091152159096858
1206,0.3396147549548803
1207,0.2969317057076935
