,KLAC.US
193,0.0797643882684964
194,0.2448280083241558
195,-0.1026269434020003
196,-0.0107233677502451
197,0.0948882767064592
198,-0.1072468208977986
199,-0.5546140810352831
200,-0.6125972717098136
201,0.7087767795438855
202,-0.1220309983896974
203,0.3235271988563741
204,-0.1972634409277726
205,0.0740759341100883
206,-0.523771660797897
207,-0.1099234326434696
208,-0.2330234796484425
209,-0.1674489407586008
210,0.3313606115808348
211,-0.3054867903088402
212,0.0757815767130146
213,0.074711915917441
214,0.1062564829104053
215,0.0505727362379056
216,-0.1570216537925806
217,0.6416708605938487
218,-0.9962386906577104
219,0.3747214907838671
220,0.1125428358265558
221,1.0225537560389586
222,1.2641959441924862
223,0.279735791393501
224,1.0414380137069783
225,-0.0362576215000302
226,0.184734758053003
227,0.842131474103591
228,-0.1290625366654927
229,-0.0704473406128945
230,-0.3298386146778196
231,-0.6386983002623049
232,0.1745587952484598
233,-0.1911960871498389
234,-0.5094744368966859
235,0.2852049910873548
236,0.0059414176222392
237,0.3847064393939427
238,0.2229275854432702
239,-0.4418939158029002
240,-0.1143111638954842
241,-0.6063864742957941
242,0.3794134714100891
243,0.1856417263195413
244,0.2178390954490766
245,-0.1647617633961555
246,-0.0891398009211146
247,0.142420556033576
248,0.120023115563006
249,-0.0251963835778804
250,0.1151277918489523
251,0.1823363569502238
252,0.1529894131326112
253,-0.7459926017262688
254,-0.0910198855309109
255,0.3489730660435343
256,-0.052296428461567
257,-0.1849169414737775
258,-0.9206556561226824
259,-0.6180856557184552
260,0.4346742280247972
261,0.0949460675206645
262,0.0606663970382332
263,0.3379635371449755
264,0.0
265,0.1887785101971385
266,0.0649471144924783
267,0.1883006636826713
268,0.0956022944550676
269,0.0508592124528074
270,0.087770626097123
271,-0.1727595249113072
272,-0.3311873220255024
273,0.4145796409031447
274,0.6720347804788418
275,0.0056684522291136
276,0.5300104310563546
277,-0.0366630943651631
278,-0.5301806016274005
279,-0.3328213005632244
280,-0.2995805871779541
281,-0.6721240844463685
282,-0.2880599164626242
283,-0.2194348045367274
284,0.2239840998941452
285,-0.1998701204993132
286,-0.4275362318840645
287,-0.2280551399561393
288,0.0566185650823292
289,-0.2153228387697527
290,-0.6767049449261783
291,-0.1129115037759339
292,0.3725346968590145
293,0.4392599488014868
294,0.1684381715746019
295,-0.2328695348430909
296,-0.0291171674819539
297,-0.1078497099717272
298,0.1876554703751602
299,-0.1383871343666139
300,0.2356891486133142
301,0.510728510856988
302,-0.0449900379201704
303,0.0064588668191345
304,-1.2065758236040234
305,-0.264118951349942
306,0.8134025453192926
307,0.423496827799426
308,-0.4399158984311867
309,-0.8053997652275892
310,0.006521030322785
311,-0.0456680584551103
312,0.435206235790833
313,-0.0357386529776655
314,0.2042669087607792
315,0.1731643766891515
316,0.0242694883991808
317,-0.1653053286658858
318,-0.2550896063171131
319,0.0503426548442537
320,-0.4994124559341861
321,-0.3899465871481462
322,0.063858005992826
323,0.324781303042174
324,0.8383233532934051
325,-0.8312539228143149
326,0.1055174944947303
327,0.4576767023895894
328,0.2934462556537058
329,-0.3136419001218117
330,-0.2595023660509741
331,-0.7474163385826792
332,0.2607601926557728
333,0.3241292847750804
334,-0.3801511089147469
335,-0.0588144963144847
336,0.0736557819788707
337,-0.0214875525677604
338,0.003069556142179
339,0.2861821465191382
340,0.6431894900100383
341,-0.0425933250174895
342,0.3939513318585446
343,-0.0166699501416966
344,-0.1837063128169368
345,-0.371826521593359
346,-0.1220591376522029
347,0.1340545890765235
348,-0.2780528052805259
349,0.4986621260034014
350,0.3470310891989538
351,-0.3193277310924331
352,-0.0312222302279211
353,-0.4196512553360849
354,0.2141894493646482
355,-0.2153259602843145
356,-0.0331009192019124
357,-0.831975089400836
358,0.320085356094957
359,-0.1846318295556667
360,-0.2337643363284339
361,0.3692454002018455
362,-0.1462620569012931
363,0.017247200973623
364,0.0410363499502179
365,-0.3020044326457072
366,0.099756690997573
367,0.0705098592234239
368,0.2159250812751677
369,0.2540957820100213
370,0.0096789024124576
371,-0.0072597038040781
372,0.0677113561617268
373,-0.1647127216355021
374,0.0992135511191833
375,-0.7040125694948154
376,-0.7365921957752356
377,-0.0015219078636965
378,0.0106522202270347
379,0.1003344481605302
380,-0.2896783046196032
381,-0.3426857999571657
382,0.3019949972545937
383,0.121869477789298
384,-0.1861970025335043
385,-0.2187246669419941
386,0.2578263257460265
387,-0.1420823466503802
388,-0.041266735954023
389,-0.1239536627542114
390,-0.0321464654195934
391,0.0351956418613931
392,0.037079392118239
393,0.0317460317460425
394,0.0336309159838439
395,0.0794281175536112
396,0.0366456971843903
397,0.173764594701702
398,0.0167639483670411
399,-0.0259146341463352
400,0.828525426002961
401,-1.7821782178217918
402,-0.4699344835865964
403,0.413336066133783
404,0.376048597049471
405,0.7280405405405312
406,0.777688388307855
407,-0.2790009748226777
408,0.3683981379148551
409,0.2088799024113096
410,-0.3538368661121377
411,0.1038630348108695
412,-0.1308373590982431
413,0.1942007634099112
414,0.5726080298288736
415,0.1761323983915554
416,-0.0565272328257019
417,-0.5399080651901409
418,0.6097155768208332
419,-0.3057900130814672
420,0.0890746228896753
421,-0.3039412157648714
422,0.4918904546663182
423,-0.5111073993652823
424,0.3130307369542767
425,0.4850782228790027
426,-0.2060196362465937
427,-0.1870545360724946
428,-0.193879859113958
429,0.6612525278464179
430,0.4855454400255674
431,0.1371698353961996
432,0.1210730899126984
433,0.4472357027309824
434,0.1488250297159135
435,-0.076038034865286
436,-0.0666053474578894
437,-0.0253799054598651
438,-0.101622788910411
439,-0.0794558860920417
440,-0.0158937029149087
441,-0.1623790117167571
442,0.4185161699429274
443,0.1582779360557138
444,0.1706484641638289
445,-0.1487482988891256
446,0.0063293142187986
447,0.0600923524574602
448,0.0268761955954593
449,-0.2234123463049765
450,0.6579027374104618
451,-0.7634055484756279
452,-0.6363143096729741
453,0.1575966510711753
454,-1.1205179282868525
455,0.9983976334278208
456,-0.0394584330069713
457,-0.1630313958945792
458,-0.2749430298226386
459,-0.0024770255876861
460,0.4684302655260063
461,-0.3291288153687781
462,0.2363800173379881
463,0.0499950670876068
464,0.0862515094014201
465,0.1328969064553352
466,0.3091341789543391
467,-0.0945469726550486
468,-0.0651201651349059
469,0.3526127626230466
470,0.2929830558132694
471,0.1292336202482333
472,-0.1342904580525469
473,0.329751895160804
474,0.2657702482949371
475,-0.7414801083701762
476,-0.6385879314056012
477,0.2076471430617115
478,0.0314951611979653
479,0.390725265949863
480,0.0968743767273646
481,-0.4867294643112909
482,-0.3649425287356269
483,-0.1496489006561476
484,-0.2625732175318189
485,0.2216848045143035
486,-0.0907715582450825
487,-0.1630779888010153
488,0.1872605226009144
489,-0.02305276200906
490,-0.1269511526587604
491,0.0230767011855773
492,0.2187491005382353
493,-0.0374316153181674
494,0.0819943323215812
495,0.0876713903820192
496,-0.0373821025994925
497,-0.2898299952415957
498,-0.0375045077533344
499,-0.206701165042923
500,0.0917544311945998
501,-0.2734469082676485
502,-0.3985700228399119
503,-0.0722086889186387
504,0.0096785120900658
505,0.428846771602967
506,-0.2802564185162531
507,0.321099444497961
508,-0.0385467861617052
509,0.0786378007093465
510,0.1778219217583566
511,-0.4408830533565053
512,0.0900263648639871
513,0.1075942252412957
514,0.2355089877919692
515,-0.0160235867196367
516,-0.0962340411881732
517,0.3372816061637835
518,-0.4254021254053323
519,-0.1004314535243405
520,0.1388041978240469
521,0.0769650129878488
522,0.2207858697043382
523,-0.430618934378808
524,-0.3353324305152578
525,0.8682046876917365
526,-0.2922678402917192
527,0.2087567932696659
528,-0.3790914134253893
529,-0.2533679396860688
530,0.0247127146917215
531,-0.1608910891089228
532,-0.1363242037427183
533,-0.4262733750272269
534,-0.118376374567769
535,-0.0498675393485953
536,0.3602372597124214
537,-0.2116204524943226
538,0.0870619694661327
539,-0.1650678958515103
540,-0.0872817955112134
541,-0.0748689792862519
542,-0.2533229085222838
543,0.3894080996884735
544,0.0062301414242046
545,0.2392864911899184
546,-0.0497777103434723
547,-0.1993520047353535
548,-0.2717730850930915
549,-0.8728533165274875
550,0.1664677429486691
551,-0.1478405838130195
552,-0.1717265608999152
553,0.6340211027270665
554,-0.1787842669845032
555,0.092443163123017
556,0.1120908145317959
557,0.1615362980093193
558,-0.1282933850679094
559,0.0344083330726684
560,-0.2540140491721031
561,0.3375421927740918
562,-0.2553698162277328
563,-0.0047002788832094
564,-0.1066532827252972
565,-0.2988925245406637
566,-0.163872431614768
567,0.0220548851570601
568,0.2529895190056433
569,-0.0676143153657384
570,0.0062893081760949
571,0.1193542307933901
572,0.0
573,-0.2740071178860523
574,-0.1988134309517784
575,-0.3045108161258559
576,-0.1816222872094735
577,0.1414035842734559
578,0.4376568525433086
579,0.009180769348463
580,0.1558298704473206
581,0.0900557124322722
582,0.0991155840195146
583,0.3131365336089835
584,-0.1430920051147863
585,-0.1891166422645206
586,-0.082425130506451
587,-0.1589970952453697
588,-0.0061156468825608
589,0.0122297979025959
590,-0.0596558317399596
591,0.1573047435779914
592,0.2498400414368828
593,-0.0548730299058033
594,0.1461142735381018
595,0.006087724104338
596,-0.0761545022541732
597,0.0243635034718117
598,0.0274014309636093
599,0.0243508964173695
600,-0.3785430708152581
601,-0.5306065621954525
602,-0.3056822766346885
603,0.260005571547954
604,0.1853739920289253
605,-0.3876930711494324
606,-0.1988936540493639
607,0.1396518015082535
608,0.1580219371630386
609,-0.0992494262142525
610,0.0945077078007612
611,-0.0883885374023151
612,-0.0217141793591193
613,-0.0465520451865114
614,-0.1865555624650279
615,0.074566581743618
616,0.0745110214219214
617,-0.7286487162648282
618,0.1374098248024726
619,-0.0312392615038473
620,0.1372640773670247
621,-0.0499391366771825
622,-0.0593379138038718
623,-0.0468676769254732
624,0.1684394397828889
625,-0.5643504181981436
626,-0.0970465968510492
627,0.6375751993322102
628,-0.8886307535937279
629,0.0435413642960746
630,-0.2765245233590419
631,0.3538590944687677
632,0.2993016295311013
633,0.3472522405694314
634,-0.1298476454293596
635,-0.1039861351819796
636,-0.0173340266944017
637,0.1528831453543801
638,0.0201880371459863
639,-0.3211526777189519
640,-0.0289410470870901
641,-0.1703182414460315
642,-0.0587399199396607
643,0.1072121932137592
644,0.0955303381194951
645,0.1012175019520583
646,-0.0549768518518511
647,-0.049214023101646
648,0.0549736705051784
649,0.3057574708665058
650,0.5226737338044818
651,0.0625344859297465
652,0.3153533057093458
653,0.2304821833613798
654,0.1752976407859244
655,-0.0840674001242802
656,0.1824218322448831
657,0.065628759981043
658,-0.3292241284705627
659,-0.1887449377874645
660,0.4269683423045193
661,0.5804988662131602
662,0.3633011603947494
663,-0.0506347426669992
664,-0.2592693318828871
665,0.1466434933738973
666,-0.1668359204990495
667,-0.0508019449887666
668,0.2172496198131735
669,-0.0325980658481045
670,0.0362069589775237
671,0.0904355375488352
672,0.3065382812218337
673,0.0216333153055713
674,0.3019519033753819
675,0.1302857790239837
676,0.101858925388341
677,0.2356992646747433
678,-0.2561127462078256
679,0.1300096094059068
680,-0.0141334765525656
681,0.2495382836841412
682,-0.1115000282278501
683,0.0253986171864066
684,-0.113010312190997
685,-0.1499632165695129
686,-0.0977129505062741
687,0.0169906692907817
688,0.0919481695241296
689,-0.1998554237360162
690,0.1076075721749459
691,0.1032531824611058
692,0.03676158696943
693,-0.0113125371192682
694,-0.0438553057846485
695,-0.0155639821155715
696,0.1553979600486003
697,-0.00282549728752
698,-0.117395793553138
699,-0.0155608997029302
700,0.1427305097732907
701,-0.3286052365807063
702,-0.6783316604450547
703,-0.0030656225338501
704,0.9381201515424876
705,0.1231268206252515
706,0.0915105237102287
707,0.1019077734650066
708,-0.1576055957491451
709,-0.4508239977081871
710,0.2871575908831175
711,0.1830842187406247
712,-0.079599897871825
713,0.2262714658195209
714,0.0359507474759593
715,0.2197145205888818
716,-0.0493480081349334
717,0.1344045876765893
718,0.2116118264186872
719,-0.1552238805970095
720,0.0894721145243099
721,0.2127881195779876
722,-0.1388768853431267
723,0.068795044374291
724,-0.2268521282311476
725,0.756803587809594
726,-0.9494038830176434
727,0.5069485322345467
728,0.6925823791793131
729,0.4239111178599477
730,0.3279267462099264
731,-0.2655673023420535
732,-1.086595249661238
733,0.4428945961768546
734,-0.2641417943777419
735,-0.0331882411508649
736,0.0
737,0.226696723086143
738,-0.1173065398396053
739,0.4910295125231564
740,0.1823754401074057
741,0.0443077234691566
742,-0.15087354514795
743,-0.3460471743721568
744,0.0203515734310168
745,0.1752247447813494
746,0.2217126350863412
747,-0.3572790845518049
748,-0.3393549704021188
749,-0.0944962329204455
750,0.6523569023569071
751,0.6758169023897435
752,-1.2682341735311335
753,0.4093033060464535
754,-0.2218309859154913
755,-0.1163323580216392
756,0.1408103636427561
757,-0.0158436757327756
758,-0.1322051824431517
759,0.059897117891627
760,-0.0352460172000443
761,-0.0282047666055707
762,-0.3733389953465353
763,-0.1328797703837567
764,-0.1688114763408323
765,-0.5942800014282146
766,0.3699619366084524
767,-0.0035574528637463
768,0.1751817248492689
769,-0.114942937391125
770,0.6077953284568455
771,0.1341002929032697
772,-0.0282396131172946
773,-0.1626418696743755
774,0.1235962991736784
775,1.2212177574001222
776,-0.8858439518240576
777,-0.2215872645635287
778,-0.3393598970218316
779,0.0979088424836637
780,-0.4830988810901241
781,-0.3285257590712913
782,-0.350374027970788
783,-0.317375570979413
784,-0.1782848992690217
785,0.1720455624110062
786,0.1155521317886837
787,0.0888073177229837
788,0.0295936787902171
789,-0.2075857774087499
790,0.1480560243996328
791,0.3099539496989052
792,0.3529827038475081
793,-0.259525775628169
794,0.1031140441328175
795,0.0265080113100774
796,-0.054518396275068
797,-0.3415340942693159
798,-0.4231563005746051
799,-0.430944499120215
800,0.338721870093627
801,-1.2839389834501482
802,0.0956149512363715
803,-0.7334854636517102
804,-0.124625382036146
805,0.2545357681948719
806,0.4097152626304269
807,0.2088419566432439
808,0.1292558973003136
809,0.052849467101192
810,0.3204706088941648
811,-0.0131717597471068
812,0.2831207495403016
813,-0.0613317757009452
814,0.3057213568205012
815,0.1366596882996124
816,0.2378604165458006
817,-0.040626813697036
818,-0.0638829200302071
819,0.1102216034342718
820,-0.1030763200302022
821,-0.5738231515009856
822,0.3839888294158696
823,-0.4235926499371881
824,-0.5315712187958891
825,-0.4705433503958345
826,0.4699144027973399
827,0.3578748226391269
828,0.2045311516677262
829,-0.3647617994915535
830,0.0189450750698606
831,-0.2349010706323556
832,0.0876549456109263
833,-0.2949478291205502
834,0.3382008976547168
835,-0.4827542399796677
836,0.0380976569940963
837,-0.1016970698531726
838,-0.1272831413479393
839,0.0874306515968124
840,0.1698035357222103
841,0.0206260808859687
842,-0.1509565880632955
843,0.2504358852432917
844,-0.1587553579933322
845,0.1569211748482317
846,0.0047549610093153
847,-0.21124859035244
848,0.1094751538998446
849,0.2058329902783603
850,-0.1317992874109219
851,-0.0638768810256047
852,-0.1711258593494207
853,-0.149026854639206
854,-0.1671891327063747
855,0.1475651746187913
856,-0.1059416873078928
857,0.1341121773857201
858,-0.2120479049069785
859,-0.0119477881657049
860,0.0
861,0.0
862,-0.0303565943725623
863,-0.002509860164932
864,0.0433062047338107
865,-0.025392842205885
866,-0.1825636728219596
867,-0.0389221556886213
868,0.0344192867725211
869,-0.0194581649453667
870,-0.1138849761740628
871,0.0808528478169676
872,0.1644294298783256
873,-0.2667865707434012
874,-0.1831886843448793
875,1.1939280231963127
876,0.747679372513623
877,0.655884743672387
878,-0.2979955581794165
879,-0.6508021844316669
880,0.8500729435529045
881,0.0168302945301549
882,0.2434451688725983
883,-0.1036694968261838
884,0.1957226726306859
885,0.3121342177136181
886,-0.4338455509838529
887,-0.037800831618293
888,-0.0084008904943847
889,-0.0154040050413126
890,0.1035196687370613
891,-0.1092345181077341
892,0.1258811681772534
893,-0.0783874580067272
894,-0.0980804259492688
895,0.2125220211962727
896,-0.5369693561990512
897,-0.0725856820522001
898,-0.1104069849316985
899,0.0168961730168123
900,-0.084157374289931
901,0.1155826415887502
902,0.7020420330898678
903,-0.0372772683217773
904,0.3639875204278778
905,-0.0208036138849242
906,0.1335588994746649
907,-0.1635055591890158
908,-0.3669998508130742
909,-0.2167900127083698
910,-0.5728978708047725
911,-0.3389290421633513
912,-0.0987102425468908
913,-0.4856284335447736
914,0.0636981315214691
915,0.109077687553028
916,-0.097052044158678
917,-0.0531035215221021
918,-0.4312315240910677
919,0.3825252739913145
920,0.1152318282439262
921,0.4317632850241566
922,0.3729996390326101
923,-0.159681841463039
924,-0.3780318151575636
925,-0.64484290179307
926,0.6926520077106559
927,-0.4990310300239419
928,-0.3642175682578473
929,0.6336367804047424
930,-0.0229275162949111
931,-0.3253154574132522
932,-0.8868040245984556
933,-0.3643320578938514
934,-0.4042226231041746
935,-0.2276836536529665
936,0.1087011054066219
937,0.1185942406627785
938,0.2095885337370324
939,-0.0662841511825835
940,-0.2340589159728453
941,-0.1641101212405416
942,0.0936893528742653
943,-0.1659041777688417
944,-0.5306782573536806
945,-0.1282008029418695
946,0.2456754391869022
947,0.2651629577417583
948,-0.0134277753533252
949,-0.2794048340402558
950,0.6474549816458101
951,-0.3939207080416456
952,-0.2130103524485332
953,-0.1786949269168666
954,-0.1478002100595144
955,-0.1841405313769606
956,-0.4846099624060083
957,0.2519482041366253
958,-0.226091552397446
959,-0.1941690447471295
960,-0.1222403864563603
961,0.4676185171069133
962,-0.0263929618768255
963,-0.1880361969679123
964,-0.31536443750184
965,-0.2333825701624875
966,-0.573431975517725
967,-0.0208023774145596
968,0.4702889763080762
969,0.1506202008269485
970,-0.328898634033605
971,-0.1335153097555152
972,0.0177988727380605
973,-0.0296735905044577
974,-0.1545411317165899
975,-0.929123899401662
976,0.8034357130793642
977,-0.1352951124640627
978,0.5394624599007456
979,-0.3532759410644035
980,-0.1884467637892229
981,0.4952280212515331
982,0.110462742837927
983,-0.1274344794421807
984,0.1056828553586006
985,-0.4463316364689053
986,-0.0724305270528046
987,0.0747889022919185
988,0.0940008194943205
989,-0.2004540404772216
990,-0.0676688095123083
991,0.0083370689040709
992,0.2736474274008866
993,-0.0626974366394152
994,0.0409776792170891
995,0.1660450006016117
996,-0.0108301945824998
997,0.337003190136967
998,0.0287749082799673
999,0.0095907161867361
1000,-0.0944744555606662
1001,-0.379331306990882
1002,-0.214440626751467
1003,0.4439592430858768
1004,0.2589106395334752
1005,0.3724551908682222
1006,0.1576527787806651
1007,0.0889765294343852
1008,0.2710027100271128
1009,-0.2211272683571724
1010,-0.347314343600009
1011,0.1324790442239164
1012,-0.095234650946931
1013,0.0108483402039526
1014,-0.0856546549082574
1015,-0.1655509099258047
1016,-0.0411025145067599
1017,0.007857216248716
1018,0.0694578662543541
1019,0.1254705144291047
1020,-0.0724392717438574
1021,-0.0120746697577848
1022,0.065160729800183
1023,-0.243132416445911
1024,-0.0157274552977322
1025,0.3073608162489212
1026,-0.0221855983772797
1027,0.0380179951843887
1028,0.4635615401595746
1029,0.2265361985967248
1030,-0.5616111119899945
1031,-0.188613453369691
1032,0.057026992776583
1033,0.2969233685008521
1034,0.2332030757594886
1035,0.138469284994964
1036,0.0911806319761108
1037,0.0235756385068726
1038,-0.1243193906776136
1039,0.1351521247171256
1040,0.1224297598493129
1041,0.0533383534136596
1042,-0.0376647834274967
1043,-0.2567781889585476
1044,-0.1746366989250618
1045,0.3267665818330234
1046,-0.0031420850876613
1047,-0.0707469303692882
1048,-0.1590400907001078
1049,0.3202009103751495
1050,-0.2798442200508357
1051,-0.1869115207588634
1052,0.4697346696742046
1053,-0.0721399981383099
1054,-0.0861767788517537
1055,-0.0815850815850868
1056,0.0745364762880819
1057,0.3088354812492706
1058,-0.2957753039265876
1059,0.0349218913696312
1060,-0.0873810161829642
1061,0.1221839508471499
1062,0.1522070015220636
1063,-0.1081722381184951
1064,0.1324226373013644
1065,-0.104653596595267
1066,0.0836528407110523
1067,0.0580585229911751
1068,-0.1092692906795683
1069,0.0395073204740915
1070,0.0325248582845428
1071,0.1067533070317891
1072,0.0996916514037991
1073,-0.0023184642492791
1074,-0.2813233823905465
1075,-1.4674463937621782
1076,-0.217235020160658
1077,0.4170946555856367
1078,0.3968376995814693
1079,-0.0962015888778557
1080,-0.4708009852523901
1081,-0.3692692849319376
1082,0.0797360891793422
1083,-0.0672736944209868
1084,0.0687908445639683
1085,-0.0156367275456628
1086,-0.6009123800534742
1087,-0.1982213042507916
1088,0.5778759813830998
1089,0.0422932330827039
1090,0.0093976130063056
1091,0.1345179252956287
1092,0.2683139897666158
1093,-0.0983744788494863
1094,-0.1485628499045963
1095,0.3397543794027726
1096,0.0155826347118806
1097,0.0965190858708519
1098,0.0233459401410059
1099,0.37677923527771
1100,-0.5705128205128118
1101,-0.1798099152324692
1102,-0.6170645817852956
1103,-0.9270695706499164
1104,0.462720597184472
1105,-0.1780111521141916
1106,-0.1644629714062383
1107,0.0065129607919701
1108,0.1658051302057904
1109,0.5078276620520281
1110,-0.1295504599041437
1111,-0.175199532801234
1112,0.1150449647573398
1113,0.008101101749849
1114,0.0129924789423005
1115,-0.2533944000519731
1116,-0.0519987000325073
1117,-0.0260061114361823
1118,-0.0357711944327058
1119,0.0373831775700964
1120,0.1282384260762229
1121,0.0194754609192424
1122,-0.1658159118249474
1123,-0.1856677524429945
1124,-0.0456234113276368
1125,-1.1987982270874773
1126,-0.4842325511881645
1127,-0.0987373586260499
1128,0.333989383908853
1129,0.0744956643523346
1130,0.2378191979547582
1131,0.2609185519020356
1132,0.5924310304173518
1133,-0.0427558346970916
1134,0.0338983050847484
1135,0.1236494244413742
1136,0.0441410158319043
1137,-0.0883600377002861
1138,0.0323881871448381
1139,0.0206064174271395
1140,-0.0441761154469083
1141,0.1176643624062295
1142,0.0749548066606885
1143,0.1745892018779422
1144,0.2137440341990341
1145,0.0877629230904284
1146,-0.1464858055254445
1147,-0.1746225072270152
1148,-0.0220160864204745
1149,-0.2442397669423067
1150,0.772506082725067
1151,-0.2576573005442903
1152,-0.0107038334666483
1153,0.0213726028232644
1154,-0.1159915753487364
1155,0.0610109514657846
1156,-0.3182666707470148
1157,-0.2854161551681828
1158,0.5250946391500877
1159,0.225403594273533
1160,0.1034566699123585
1161,0.1154944988146603
1162,0.0432916872365597
1163,0.175137987505303
1164,0.3204353083434106
1165,0.0392832321034646
1166,-0.0120886095076975
1167,-0.2590634326662206
1168,0.2312575574365133
1169,0.2367417102703584
1170,0.1039375772000202
1171,0.3063523051509181
1172,-0.3012501882813677
1173,-0.1689851836205082
1174,-0.2996368038740947
1175,0.5797368178890177
1176,-0.1443754991705997
1177,0.2084482864324709
1178,0.6880175353141716
1179,0.0258700713709553
1180,-0.0746223196881105
1181,0.0547945205479472
1182,0.1064315037251095
1183,-0.033461093873582
1184,0.2911737943585015
1185,0.383720578904444
1186,-0.0650027966319577
1187,0.2187160613008395
1188,-1.0609756097561032
1189,0.2281368821292775
1190,-0.9860539411439392
1191,-0.4846127727876017
1192,0.3322565759113933
1193,0.2026342451874269
1194,0.3396364971544011
1195,0.0825460882325909
1196,-0.3097399411187411
1197,-0.0982318271119822
1198,-0.0092100819697211
1199,-0.1937865272223917
1200,-0.8908335431881088
1201,-0.5491462121571836
1202,-0.1522198356203189
1203,-0.3259127337488957
1204,-0.2710545616888366
1205,-0.1117354105478118
1206,-0.1022625591205398
1207,0.1340397012829383
1208,0.330809847954711
1209,-0.0381849424043799
